YearsSinceLastPromotion,JobSatisfaction,JobLevel,JobRole,YearsInCurrentRole,WorkLifeBalance,JobInvolvement,Gender,Department,RelationshipSatisfaction,YearsAtCompany,MonthlyIncome,TrainingTimesLastYear,MaritalStatus,EnvironmentSatisfaction,Age,HourlyRate,PerformanceRating,Attrition,DistanceFromHome,OverTime,NumCompaniesWorked
1,3,2,Sales Executive,4,3,4,Female,Sales,4,5,6397,2,Single,2,47,77,3,1,27,Yes,4
1,4,2,Sales Executive,5,3,3,Male,Sales,3,6,6274,5,Single,4,34,60,4,0,2,No,1
1,1,5,Manager,2,3,3,Male,Research & Development,4,5,19859,2,Married,4,55,78,3,1,2,Yes,5
0,1,3,Sales Executive,7,3,2,Male,Sales,2,10,7587,1,Single,1,36,76,3,0,8,No,1
1,4,1,Research Scientist,3,3,3,Male,Research & Development,1,4,4258,3,Married,4,52,41,3,0,19,No,0
2,4,1,Laboratory Technician,2,3,1,Female,Research & Development,1,2,4364,2,Divorced,1,26,71,3,0,1,No,3
1,3,2,Healthcare Representative,7,2,3,Female,Research & Development,1,8,4335,3,Married,2,29,66,3,0,27,No,4
1,1,2,Sales Executive,3,2,2,Male,Sales,3,4,5326,2,Single,4,26,38,3,1,8,No,6
1,4,1,Research Scientist,2,3,4,Female,Research & Development,3,4,3280,2,Single,2,34,72,3,0,1,No,2
1,1,2,Manufacturing Director,3,3,3,Female,Research & Development,2,5,5485,4,Divorced,4,54,95,3,0,19,Yes,9
1,4,2,Sales Executive,2,3,3,Male,Sales,2,4,4342,3,Married,3,27,84,3,0,8,No,0
4,1,1,Research Scientist,3,2,3,Female,Research & Development,2,5,2782,3,Divorced,4,37,82,3,0,10,Yes,0
4,1,2,Manufacturing Director,7,3,4,Female,Research & Development,4,15,5980,2,Single,1,38,75,3,0,2,Yes,6
1,1,1,Research Scientist,5,3,2,Female,Research & Development,3,6,4381,3,Single,3,34,86,3,0,2,No,1
0,4,1,Sales Representative,2,2,3,Female,Sales,2,3,2572,1,Married,1,35,72,3,0,8,No,1
0,3,1,Laboratory Technician,2,3,1,Male,Research & Development,3,2,3833,2,Married,4,30,38,4,0,1,No,3
3,2,2,Healthcare Representative,7,3,4,Female,Research & Development,4,8,4244,2,Married,3,40,38,4,0,2,No,1
1,1,2,Sales Executive,2,3,3,Female,Sales,2,3,6500,1,Married,3,34,93,3,0,8,No,5
14,4,5,Manager,7,2,3,Male,Research & Development,2,24,18430,4,Divorced,2,42,66,3,0,8,No,1
0,1,1,Laboratory Technician,0,3,4,Male,Research & Development,3,0,1601,2,Married,3,23,63,4,1,6,Yes,1
0,2,1,Laboratory Technician,0,3,2,Male,Research & Development,3,1,2694,4,Divorced,3,24,60,3,0,9,No,1
1,3,2,Laboratory Technician,2,3,3,Female,Research & Development,2,5,3149,3,Married,4,52,82,4,0,11,No,8
0,3,4,Research Director,3,3,3,Male,Research & Development,4,4,17639,3,Married,3,50,64,3,0,2,No,5
0,1,1,Laboratory Technician,0,3,2,Female,Research & Development,4,1,2319,1,Married,2,29,36,3,1,1,Yes,1
3,3,3,Research Director,9,4,3,Male,Research & Development,4,13,11691,3,Married,3,33,49,3,0,7,No,0
0,1,2,Sales Executive,2,3,3,Female,Sales,3,3,5324,3,Single,1,33,69,3,1,16,No,5
3,4,4,Manager,14,2,3,Female,Research & Development,3,26,16752,3,Married,3,47,33,3,0,2,Yes,1
0,2,2,Manufacturing Director,7,3,3,Female,Research & Development,1,9,5228,2,Married,3,36,35,3,0,1,No,0
0,3,1,Research Scientist,7,3,4,Male,Research & Development,3,10,2700,3,Married,3,29,81,4,0,23,No,1
13,2,5,Research Director,15,3,3,Male,Research & Development,4,31,19246,2,Single,4,58,31,3,1,2,Yes,7
2,3,1,Research Scientist,2,3,4,Female,Research & Development,3,2,2506,0,Single,4,35,40,3,0,1,No,3
0,4,2,Manufacturing Director,3,3,2,Female,Research & Development,4,4,6062,4,Married,4,42,43,3,0,1,Yes,9
2,3,1,Research Scientist,2,2,3,Male,Research & Development,4,2,4382,3,Single,3,28,46,3,1,2,No,6
0,2,1,Human Resources,2,3,3,Male,Human Resources,2,5,2143,2,Married,3,36,36,3,0,13,No,4
6,3,2,Manufacturing Director,13,3,2,Female,Research & Development,3,14,6162,3,Married,3,32,98,3,0,4,No,1
0,3,2,Laboratory Technician,0,3,2,Male,Research & Development,4,1,5094,6,Single,1,40,51,3,0,16,No,6
0,4,2,Manufacturing Director,0,2,2,Female,Research & Development,2,0,6877,4,Single,3,30,52,4,0,2,Yes,5
0,3,1,Research Scientist,0,3,2,Female,Research & Development,4,1,2274,3,Single,2,45,95,3,0,2,No,1
7,2,2,Manufacturing Director,8,2,3,Male,Research & Development,4,9,4434,3,Married,2,42,98,3,0,29,No,1
1,1,2,Healthcare Representative,3,2,2,Male,Research & Development,3,4,6288,3,Divorced,1,38,45,3,0,12,No,2
1,4,1,Research Scientist,2,3,2,Female,Research & Development,3,5,2553,3,Single,3,34,100,3,0,16,No,1
7,4,3,Sales Executive,8,4,3,Female,Sales,1,9,7654,3,Married,3,49,43,3,1,11,No,1
7,4,2,Sales Executive,7,2,3,Male,Sales,3,9,5160,3,Single,3,55,37,3,1,2,No,4
1,1,4,Research Director,1,3,3,Male,Research & Development,3,4,17159,3,Married,2,43,94,4,0,14,No,6
0,4,3,Research Director,8,3,2,Male,Research & Development,2,9,12808,3,Divorced,3,27,42,3,0,5,Yes,1
1,3,3,Manufacturing Director,5,4,3,Male,Research & Development,2,8,10221,3,Single,3,35,59,4,0,7,No,3
7,2,2,Sales Executive,7,3,3,Female,Sales,1,8,4779,2,Married,2,28,81,4,0,2,Yes,1
0,4,1,Human Resources,2,1,3,Male,Human Resources,3,3,3737,1,Married,3,34,88,3,0,3,No,0
1,3,1,Research Scientist,7,3,2,Female,Research & Development,1,8,2366,2,Married,3,26,88,3,1,5,Yes,1
0,4,1,Research Scientist,0,2,3,Male,Research & Development,3,0,1706,6,Married,4,27,50,3,0,3,No,1
4,3,4,Manager,6,2,3,Female,Sales,3,20,16307,2,Married,1,51,66,3,0,26,No,2
2,2,2,Healthcare Representative,2,2,3,Male,Research & Development,4,5,5933,2,Single,4,44,50,3,0,4,No,9
0,1,1,Research Scientist,3,2,4,Male,Research & Development,3,4,3424,3,Single,1,25,65,3,0,2,No,7
0,1,2,Sales Executive,8,3,4,Male,Sales,1,9,4037,5,Divorced,1,33,48,4,0,1,No,1
1,1,1,Research Scientist,5,2,2,Female,Research & Development,4,6,2559,3,Single,3,35,53,3,0,27,No,1
4,4,2,Sales Executive,14,2,3,Male,Sales,4,18,6201,1,Married,2,36,56,3,0,1,Yes,1
0,4,2,Sales Executive,2,2,3,Male,Sales,3,5,4403,3,Divorced,2,32,73,3,0,13,No,2
0,4,1,Research Scientist,4,2,2,Male,Research & Development,2,5,3761,3,Divorced,2,30,75,3,0,5,No,9
0,4,3,Sales Executive,2,3,2,Female,Sales,4,5,10934,3,Married,1,53,78,3,0,7,Yes,7
0,1,3,Sales Executive,4,3,3,Male,Sales,3,5,10761,2,Divorced,4,45,74,3,0,9,Yes,4
1,3,2,Research Scientist,3,2,4,Female,Research & Development,3,5,5175,3,Married,3,32,91,3,0,8,No,5
0,4,4,Manufacturing Director,8,3,2,Female,Research & Development,3,9,13826,3,Married,3,52,81,4,0,25,No,3
0,3,2,Sales Executive,0,3,2,Male,Sales,4,1,6334,2,Divorced,4,37,66,3,0,16,No,4
0,4,1,Human Resources,1,3,2,Male,Human Resources,4,5,4936,6,Divorced,2,28,63,3,0,8,No,1
2,4,2,Manufacturing Director,2,1,2,Male,Research & Development,1,2,4775,2,Married,4,22,33,4,0,1,No,6
0,4,1,Laboratory Technician,2,2,4,Male,Research & Development,3,3,2818,2,Married,1,44,62,4,0,8,Yes,2
2,4,1,Research Scientist,1,3,3,Male,Research & Development,4,2,2515,2,Single,2,42,35,3,0,2,Yes,5
0,1,1,Human Resources,4,3,2,Male,Human Resources,3,5,2342,3,Married,1,36,77,4,0,8,No,0
0,1,2,Sales Executive,3,3,3,Male,Sales,4,5,4194,3,Married,3,25,98,3,0,3,Yes,1
5,3,3,Manufacturing Director,14,3,2,Female,Research & Development,2,17,10685,2,Married,4,35,66,4,0,9,Yes,1
7,2,1,Research Scientist,2,2,3,Female,Research & Development,1,10,2022,3,Divorced,4,35,96,3,1,25,Yes,1
0,4,1,Laboratory Technician,0,3,3,Male,Research & Development,2,3,2314,2,Divorced,4,32,61,3,0,1,No,0
0,1,2,Sales Executive,2,4,2,Male,Sales,1,5,4256,1,Married,3,25,87,3,0,4,No,1
0,1,1,Research Scientist,2,3,3,Female,Research & Development,2,4,3580,2,Married,3,49,36,3,0,1,No,2
3,4,1,Laboratory Technician,2,2,2,Male,Research & Development,4,5,3162,2,Married,1,24,46,3,0,4,No,0
5,2,2,Sales Executive,8,3,3,Male,Sales,4,10,6524,3,Married,2,32,48,3,0,5,No,1
1,2,1,Sales Representative,2,3,2,Male,Sales,4,2,2899,3,Married,2,38,98,3,0,9,No,0
1,4,2,Laboratory Technician,3,2,4,Female,Research & Development,2,5,5231,1,Married,3,42,95,3,0,3,Yes,2
0,4,1,Research Scientist,4,3,3,Male,Research & Development,2,6,2356,2,Married,4,31,48,3,0,11,Yes,3
0,3,1,Sales Representative,2,3,2,Female,Sales,3,3,2800,3,Divorced,2,29,48,3,1,1,Yes,6
2,4,4,Sales Executive,0,3,3,Male,Sales,3,2,11836,3,Married,1,53,73,3,0,8,No,5
4,2,3,Manufacturing Director,10,3,2,Male,Research & Development,1,13,10903,2,Married,4,35,78,3,0,25,No,3
0,4,1,Sales Representative,4,3,3,Female,Sales,2,5,2973,3,Married,3,37,54,3,0,21,No,5
3,4,4,Research Director,9,3,3,Female,Research & Development,3,12,14275,0,Single,4,53,72,3,0,23,No,6
2,4,2,Healthcare Representative,2,2,3,Female,Research & Development,2,5,5562,2,Married,4,43,33,3,0,1,No,4
7,4,2,Sales Executive,6,3,3,Female,Sales,1,7,4537,2,Married,3,47,35,4,0,2,Yes,0
0,2,3,Sales Executive,0,3,3,Male,Sales,4,10,7642,2,Single,1,37,32,3,0,19,Yes,1
14,1,4,Manager,6,3,3,Male,Research & Development,4,31,17924,3,Divorced,1,50,98,3,0,2,No,1
0,4,2,Human Resources,4,3,2,Female,Human Resources,3,5,5204,2,Married,4,39,42,3,0,2,No,8
0,2,1,Human Resources,3,4,3,Male,Human Resources,3,4,2277,4,Divorced,4,33,57,3,0,3,Yes,3
0,4,1,Laboratory Technician,0,1,3,Male,Research & Development,3,1,2795,2,Single,1,32,87,4,1,25,Yes,1
0,4,1,Laboratory Technician,3,3,2,Female,Research & Development,3,4,2532,5,Divorced,1,29,62,3,0,7,No,6
7,1,1,Research Scientist,7,3,3,Male,Research & Development,4,8,2559,0,Married,2,44,61,3,0,9,Yes,1
0,4,2,Sales Executive,2,3,3,Male,Sales,2,4,4908,3,Single,1,28,98,3,0,5,No,1
0,4,1,Laboratory Technician,0,2,2,Male,Research & Development,4,1,2380,3,Divorced,4,58,57,3,1,2,Yes,9
0,2,2,Manufacturing Director,0,4,3,Female,Research & Development,3,1,4765,2,Divorced,1,43,55,4,0,8,No,4
0,3,1,Sales Representative,2,2,2,Female,Sales,4,2,2044,3,Single,3,20,49,3,1,2,No,1
0,4,1,Research Scientist,0,2,3,Female,Research & Development,1,1,2693,3,Single,4,21,65,3,1,18,No,1
4,4,2,Healthcare Representative,8,2,3,Male,Research & Development,1,16,6586,2,Married,3,36,68,3,0,14,Yes,0
1,4,1,Sales Representative,2,2,2,Female,Sales,1,3,3294,3,Single,4,47,65,3,0,2,Yes,1
0,3,2,Manufacturing Director,2,4,3,Female,Research & Development,1,3,4171,3,Married,2,22,34,3,1,3,Yes,0
1,4,1,Laboratory Technician,7,2,1,Female,Research & Development,3,7,2778,1,Divorced,2,41,57,3,1,2,Yes,4
2,3,1,Research Scientist,2,3,3,Female,Research & Development,2,2,2377,2,Divorced,3,28,77,3,0,9,No,5
2,1,1,Laboratory Technician,2,1,3,Male,Research & Development,4,2,2404,2,Married,4,39,70,4,1,6,Yes,7
0,3,1,Research Scientist,1,3,3,Female,Research & Development,3,1,2318,2,Single,2,27,76,3,0,4,No,1
1,2,1,Laboratory Technician,0,3,3,Male,Research & Development,2,1,2008,3,Divorced,2,34,83,3,0,10,No,1
0,3,2,Sales Executive,4,3,2,Female,Sales,1,5,6244,6,Single,3,42,68,3,0,14,No,7
0,1,1,Research Scientist,2,3,2,Male,Research & Development,2,3,2799,1,Single,3,33,100,3,0,1,Yes,3
0,2,3,Healthcare Representative,0,3,2,Female,Research & Development,4,6,10552,3,Divorced,3,58,37,3,0,5,Yes,2
5,3,1,Sales Representative,7,4,2,Male,Sales,2,7,2329,2,Married,2,31,41,3,0,7,No,3
0,4,2,Healthcare Representative,6,1,3,Female,Research & Development,4,10,4014,2,Married,4,35,51,4,0,21,Yes,1
1,2,3,Laboratory Technician,9,2,3,Female,Research & Development,3,26,7403,3,Married,1,49,51,3,0,8,No,4
0,3,1,Research Scientist,0,2,3,Male,Research & Development,1,0,2259,2,Married,4,48,51,3,0,20,No,4
0,3,2,Sales Executive,8,2,3,Female,Sales,4,9,6932,2,Married,4,31,45,3,0,20,No,1
0,4,1,Research Scientist,2,3,3,Male,Research & Development,3,6,4678,6,Single,2,36,65,3,0,7,No,2
5,1,3,Research Director,12,3,3,Female,Research & Development,2,15,13582,3,Married,4,38,80,3,0,1,No,1
0,2,1,Laboratory Technician,0,3,2,Female,Research & Development,3,3,2332,3,Married,3,32,70,4,0,1,No,6
0,2,1,Sales Representative,0,3,2,Male,Sales,3,1,2413,2,Married,3,25,36,3,1,19,Yes,1
0,2,3,Sales Executive,0,2,2,Male,Sales,2,1,9705,2,Divorced,1,40,67,3,0,10,No,2
0,1,2,Sales Executive,7,3,2,Male,Sales,2,7,4294,2,Single,3,26,52,3,0,1,No,1
2,1,1,Laboratory Technician,13,3,3,Male,Research & Development,3,18,4721,3,Single,4,41,59,3,0,6,Yes,2
3,3,1,Laboratory Technician,8,3,3,Male,Research & Development,3,11,2519,6,Single,3,36,79,4,0,2,No,4
0,2,1,Sales Representative,0,4,2,Male,Sales,2,1,2121,3,Single,4,19,37,3,1,21,Yes,1
0,1,1,Laboratory Technician,0,3,3,Male,Research & Development,2,1,2973,2,Single,1,20,84,3,1,4,No,1
8,4,2,Healthcare Representative,7,1,3,Female,Research & Development,3,9,5855,2,Married,4,31,41,3,0,12,Yes,0
0,2,1,Research Scientist,1,3,3,Male,Research & Development,4,1,3617,2,Divorced,4,40,35,3,0,9,Yes,8
6,1,2,Manufacturing Director,7,4,3,Female,Research & Development,3,8,6725,2,Married,3,32,93,3,0,3,No,1
3,4,3,Sales Executive,7,3,2,Male,Sales,1,16,10325,6,Married,3,36,51,3,1,3,Yes,1
1,4,2,Healthcare Representative,0,3,2,Female,Research & Development,1,5,6949,3,Single,2,33,42,3,0,1,No,0
11,3,3,Sales Executive,1,1,2,Male,Sales,3,14,10609,2,Married,1,37,46,3,1,1,No,5
0,2,2,Laboratory Technician,7,2,3,Male,Research & Development,2,9,4447,5,Married,3,45,57,3,0,4,No,1
0,4,1,Sales Representative,1,3,3,Female,Sales,2,3,2157,5,Married,3,29,84,3,0,20,No,1
1,3,2,Sales Executive,2,3,3,Female,Sales,2,5,4601,3,Married,3,35,86,3,0,18,No,1
7,4,4,Manager,8,2,3,Male,Research & Development,2,9,17099,2,Married,4,52,70,3,0,1,No,2
0,3,1,Research Scientist,0,3,3,Male,Research & Development,1,1,2479,4,Single,4,58,51,4,1,2,No,4
15,3,4,Manager,13,4,3,Male,Sales,3,17,14852,3,Divorced,3,53,45,3,0,2,No,6
7,3,3,Sales Executive,4,4,3,Male,Sales,1,8,7264,2,Divorced,3,30,62,3,0,8,No,5
1,4,2,Sales Executive,3,3,3,Female,Sales,2,5,5666,1,Single,3,38,85,3,0,10,Yes,1
0,4,3,Sales Executive,9,3,3,Male,Sales,2,10,7823,2,Divorced,4,35,92,3,0,3,No,6
0,3,3,Sales Executive,7,3,4,Male,Sales,4,8,7880,3,Single,1,39,41,3,0,2,No,0
0,2,4,Sales Executive,0,2,4,Female,Sales,4,1,13194,2,Single,2,40,100,3,1,24,Yes,4
2,3,2,Manufacturing Director,10,4,4,Male,Research & Development,3,19,5067,3,Divorced,3,47,64,3,0,16,Yes,1
0,4,2,Sales Executive,7,3,3,Male,Sales,4,7,5079,3,Divorced,1,36,84,3,0,8,No,4
1,1,1,Research Scientist,2,3,2,Male,Research & Development,1,3,2321,0,Single,3,31,46,4,1,9,Yes,0
6,3,4,Manager,8,3,3,Male,Sales,4,10,17444,2,Single,4,33,38,3,0,17,No,1
0,1,1,Research Scientist,0,3,2,Female,Research & Development,3,0,2404,5,Single,4,29,92,4,1,10,Yes,6
0,4,1,Research Scientist,2,3,3,Female,Research & Development,1,3,3452,4,Single,2,33,53,3,0,13,No,3
0,4,1,Laboratory Technician,3,3,3,Female,Research & Development,4,5,2270,2,Divorced,4,45,91,3,0,1,No,3
1,4,4,Research Director,4,2,3,Male,Research & Development,3,5,17399,1,Divorced,4,50,66,4,0,1,No,9
1,2,2,Healthcare Representative,5,3,4,Female,Research & Development,1,6,5488,2,Married,3,33,84,3,0,1,Yes,1
0,3,5,Research Director,16,4,3,Male,Research & Development,2,18,19419,2,Divorced,1,41,64,3,0,9,No,2
2,2,1,Laboratory Technician,2,3,3,Female,Research & Development,2,2,2811,2,Married,3,27,37,3,0,16,No,9
0,1,2,Laboratory Technician,8,3,3,Male,Research & Development,3,9,3633,2,Married,4,45,42,3,0,23,Yes,1
0,4,2,Sales Executive,0,3,3,Female,Sales,3,9,4163,0,Single,4,47,83,3,0,4,Yes,1
0,3,1,Research Scientist,2,3,3,Female,Research & Development,2,5,2132,2,Married,1,30,48,3,1,22,Yes,4
1,3,4,Manufacturing Director,11,3,3,Male,Research & Development,4,12,13973,2,Married,4,50,95,3,0,24,Yes,3
0,3,1,Research Scientist,1,2,3,Male,Research & Development,2,2,2684,0,Married,3,38,66,3,0,10,No,0
0,3,3,Manufacturing Director,7,3,3,Male,Research & Development,2,8,10845,3,Divorced,4,46,75,3,0,7,No,6
3,3,2,Manufacturing Director,2,3,2,Female,Research & Development,2,4,4377,6,Divorced,4,24,41,3,0,17,No,1
0,2,1,Laboratory Technician,2,1,2,Male,Research & Development,4,4,3743,2,Divorced,3,35,39,4,1,14,Yes,1
0,1,2,Manufacturing Director,3,3,3,Female,Research & Development,3,4,4148,1,Married,3,31,96,3,0,1,No,1
0,4,1,Research Scientist,0,3,3,Male,Research & Development,4,0,1051,2,Single,2,18,73,3,0,5,No,1
0,3,3,Manufacturing Director,7,3,3,Female,Research & Development,3,10,10739,2,Married,3,54,56,3,0,17,No,8
10,3,3,Healthcare Representative,10,2,3,Female,Research & Development,3,16,10388,3,Divorced,3,35,57,3,0,25,Yes,1
1,1,3,Research Director,7,2,4,Female,Research & Development,3,8,11416,4,Married,2,30,73,3,0,8,Yes,0
0,1,1,Research Scientist,0,3,2,Female,Research & Development,1,1,2600,2,Single,4,20,98,3,1,11,Yes,1
1,2,1,Laboratory Technician,2,3,3,Female,Research & Development,1,3,2422,3,Single,2,30,60,3,1,5,No,0
1,4,2,Manufacturing Director,7,3,4,Male,Research & Development,2,8,5472,2,Married,4,26,32,3,0,2,No,1
1,1,1,Laboratory Technician,3,2,1,Male,Research & Development,1,4,2451,3,Married,2,22,94,3,0,8,No,1
2,3,2,Healthcare Representative,2,3,2,Male,Research & Development,4,2,4240,0,Single,1,48,97,3,0,6,No,2
4,3,3,Healthcare Representative,11,3,2,Male,Research & Development,2,15,10999,3,Single,3,48,78,3,0,4,No,7
2,3,2,Manufacturing Director,2,3,3,Female,Research & Development,2,2,5003,6,Single,4,41,42,3,0,7,No,6
11,4,4,Manufacturing Director,6,3,2,Female,Research & Development,3,21,12742,3,Married,4,39,65,3,0,1,No,1
2,4,2,Manufacturing Director,2,3,3,Female,Research & Development,2,3,4227,2,Married,1,27,47,3,0,2,No,0
1,4,1,Laboratory Technician,2,2,3,Male,Research & Development,1,3,3917,4,Divorced,2,35,45,4,0,10,No,1
0,3,5,Manager,0,4,3,Male,Sales,2,1,18303,3,Married,4,42,90,3,0,5,No,6
0,4,1,Laboratory Technician,0,3,3,Male,Research & Development,2,1,2380,5,Married,1,50,64,3,0,9,No,4
4,4,4,Manufacturing Director,3,3,2,Female,Research & Development,1,5,13726,4,Single,3,59,69,3,0,2,Yes,3
0,2,2,Healthcare Representative,0,1,1,Female,Research & Development,1,1,4777,2,Married,1,37,61,3,1,11,No,5
6,2,2,Healthcare Representative,7,3,3,Male,Research & Development,4,8,6385,3,Married,3,55,62,3,0,18,Yes,3
5,3,5,Research Director,16,3,1,Female,Research & Development,2,21,19973,3,Divorced,2,41,55,4,0,7,No,1
0,4,2,Sales Executive,0,3,3,Male,Sales,3,1,6861,1,Single,2,38,42,3,0,3,Yes,8
2,1,2,Sales Executive,2,3,1,Male,Sales,4,2,4969,6,Single,2,26,79,3,1,29,No,8
6,4,5,Manager,14,3,1,Female,Sales,4,32,19845,3,Married,1,52,57,3,1,2,No,1
11,4,4,Sales Executive,11,3,4,Female,Sales,3,12,13320,2,Married,4,44,53,3,0,28,Yes,3
0,3,2,Sales Executive,7,3,3,Female,Sales,1,18,6347,3,Married,4,50,95,3,0,1,No,0
15,1,1,Laboratory Technician,13,3,4,Female,Research & Development,3,17,2743,1,Single,3,36,43,3,1,16,No,1
2,1,3,Manufacturing Director,6,3,3,Female,Research & Development,3,21,10880,2,Single,4,39,82,3,0,22,Yes,1
2,4,1,Sales Representative,2,2,2,Female,Sales,4,2,2342,2,Single,2,33,88,3,0,8,No,0
1,4,4,Manager,3,4,3,Female,Sales,2,9,17650,4,Married,4,45,90,3,0,11,No,3
7,3,1,Laboratory Technician,7,3,3,Female,Research & Development,2,8,4025,2,Single,4,32,69,3,0,29,No,9
0,4,2,Sales Executive,1,2,4,Male,Sales,4,15,9725,2,Divorced,2,34,75,3,0,1,No,0
0,4,3,Manager,4,1,3,Male,Sales,3,6,11904,1,Married,2,59,66,3,0,1,Yes,3
0,2,1,Human Resources,3,3,3,Male,Human Resources,1,6,2177,3,Single,2,45,36,3,0,24,No,1
6,2,3,Sales Executive,7,3,2,Female,Sales,1,15,7525,2,Married,3,53,38,3,0,2,No,2
0,3,2,Laboratory Technician,0,2,3,Male,Research & Development,2,1,4834,3,Divorced,1,36,81,3,1,15,No,7
1,1,1,Research Scientist,2,3,3,Male,Research & Development,2,3,2042,2,Married,1,26,57,3,1,2,Yes,6
0,3,1,Sales Representative,1,3,3,Female,Sales,4,1,2220,2,Married,3,34,87,3,0,10,Yes,1
0,2,1,Sales Representative,0,3,3,Male,Sales,2,1,1052,5,Married,4,28,74,4,0,10,No,1
2,3,1,Research Scientist,2,3,3,Male,Research & Development,1,2,2821,2,Married,3,38,44,3,0,3,No,3
7,3,5,Research Director,1,2,3,Male,Research & Development,4,8,19237,2,Married,2,50,62,3,0,2,Yes,2
0,2,2,Healthcare Representative,3,2,3,Female,Research & Development,1,4,4107,3,Single,4,37,35,3,0,3,No,3
7,1,2,Sales Executive,7,2,3,Male,Sales,2,7,8396,3,Married,3,40,74,3,0,26,No,1
1,3,1,Research Scientist,3,3,2,Female,Research & Development,3,5,2007,5,Divorced,1,26,66,3,0,1,No,1
2,4,5,Research Director,2,3,3,Male,Research & Development,4,2,19627,0,Divorced,4,46,40,3,0,1,No,9
7,3,3,Sales Executive,4,3,2,Female,Sales,2,9,10686,4,Married,3,54,41,3,0,2,No,6
0,3,1,Research Scientist,4,3,3,Female,Research & Development,2,5,2942,4,Married,1,56,63,3,0,9,No,2
7,4,3,Manufacturing Director,8,2,2,Female,Research & Development,2,14,8858,2,Single,4,36,51,3,0,12,No,0
6,1,4,Manager,7,4,2,Male,Research & Development,2,9,16756,3,Single,3,55,40,3,0,2,No,7
0,4,3,Sales Executive,0,3,2,Male,Sales,3,1,10798,5,Divorced,3,43,79,3,0,25,No,5
0,4,1,Sales Representative,2,3,3,Female,Sales,2,2,2323,3,Single,4,20,54,3,1,9,Yes,1
1,1,1,Laboratory Technician,0,2,2,Female,Research & Development,1,1,1416,6,Single,3,21,36,3,1,10,No,1
1,1,2,Research Scientist,13,3,2,Female,Research & Development,1,16,4615,2,Divorced,4,46,74,4,0,8,Yes,8
2,3,1,Research Scientist,0,4,3,Male,Research & Development,3,10,2461,2,Married,1,51,34,3,1,4,Yes,9
1,1,3,Healthcare Representative,7,2,2,Male,Research & Development,1,10,8722,2,Single,2,28,72,3,1,24,No,1
1,1,1,Laboratory Technician,3,3,2,Male,Research & Development,1,5,3955,2,Married,1,26,59,3,0,1,No,1
0,1,2,Manufacturing Director,2,2,3,Male,Research & Development,3,6,9957,1,Married,3,30,85,3,0,20,No,0
0,3,1,Research Scientist,6,3,4,Female,Research & Development,3,10,3376,3,Married,2,41,43,3,0,7,No,1
1,3,3,Healthcare Representative,9,2,2,Female,Research & Development,1,19,8823,4,Married,3,38,65,3,0,17,No,0
11,4,3,Healthcare Representative,10,3,3,Male,Research & Development,4,11,10322,6,Married,1,40,61,4,0,20,No,4
1,3,1,Laboratory Technician,2,3,1,Male,Research & Development,4,3,4621,4,Married,1,27,87,3,0,8,No,1
1,2,3,Manufacturing Director,2,3,3,Male,Research & Development,2,3,10976,4,Married,4,55,65,3,0,2,No,3
1,3,2,Research Scientist,7,4,3,Female,Research & Development,4,8,3660,4,Single,3,28,59,3,0,10,No,3
3,1,3,Human Resources,6,3,2,Male,Human Resources,4,20,10482,1,Married,2,44,91,3,1,1,No,9
1,4,3,Healthcare Representative,2,3,2,Male,Research & Development,3,3,7119,2,Divorced,4,33,34,3,0,5,No,4
4,1,3,Sales Executive,7,3,3,Male,Sales,1,8,9582,2,Single,4,35,86,4,1,4,Yes,0
3,3,2,Research Scientist,7,3,2,Female,Research & Development,2,13,4508,4,Single,1,33,54,4,1,29,No,1
2,3,1,Laboratory Technician,2,2,3,Male,Research & Development,4,4,2207,5,Divorced,1,28,50,3,0,15,No,1
0,4,2,Healthcare Representative,2,2,3,Male,Research & Development,3,6,7756,1,Single,1,34,45,3,0,3,No,0
0,4,2,Sales Executive,0,3,2,Female,Sales,3,1,6694,5,Divorced,4,37,88,3,0,10,Yes,2
5,4,1,Laboratory Technician,7,4,3,Male,Research & Development,2,7,3691,3,Married,4,25,32,3,1,4,Yes,1
0,3,1,Laboratory Technician,1,2,3,Male,Research & Development,3,1,2377,0,Divorced,1,26,37,4,1,21,No,1
2,2,1,Research Scientist,2,3,2,Male,Research & Development,2,2,2313,0,Single,1,33,55,4,1,25,Yes,4
13,1,4,Manager,6,3,3,Male,Research & Development,4,22,17665,3,Married,4,42,35,3,0,2,No,0
0,2,1,Laboratory Technician,0,3,2,Male,Research & Development,1,1,2596,2,Divorced,1,28,45,3,1,1,No,1
0,3,2,Sales Executive,0,3,3,Male,Sales,4,0,4728,4,Single,4,50,81,3,1,1,Yes,3
0,2,2,Sales Executive,2,3,3,Female,Sales,3,3,4302,3,Married,4,33,30,3,0,7,No,0
0,4,1,Research Scientist,0,3,2,Male,Research & Development,4,0,2979,2,Married,3,34,40,3,0,3,No,3
2,4,4,Manager,4,2,4,Male,Research & Development,3,5,16885,3,Single,1,48,35,4,0,1,No,2
4,3,2,Sales Executive,10,3,2,Female,Sales,4,15,5593,2,Married,2,45,65,3,0,9,No,1
4,2,3,Healthcare Representative,6,3,3,Male,Research & Development,4,8,10445,4,Single,2,52,87,3,0,7,No,7
2,3,3,Sales Executive,7,3,2,Male,Sales,2,8,8740,2,Divorced,3,38,73,3,0,10,Yes,0
